WormBase Gene ID	Public Name	Biotype	Expr_pattern Tissue	Genomic Study Tissue	Putative match?
WBGene00005019	sqv-1	protein_coding_gene	"coelomocyte, oocyte, uterine toroidal epithelial cell, uterus, vulA, vulB1, vulB2, vulC, vulD, vulE, vulF, vulva"	"germ line, germline precursor cell, head mesodermal cell, hypodermis, intestine, Psub1"	No
WBGene00005228	srh-2	protein_coding_gene	"body wall musculature, Eala, Ealp, Eara, Earp, Epl, Epla, Eplp, Epr, Epra, Eprp, int1DL, int1DR, int1VL, int1VR, int2D, int2V, int3D embryonic, int3V embryonic, int4D embryonic, int4V embryonic, int5L embryonic, int5R embryonic, int6L embryonic, int6R embryonic, int7L embryonic, int7R embryonic, int8L embryonic, int8R embryonic, int9L embryonic, int9R embryonic, intestine"	somatic gonad precursor	No
WBGene00005887	srw-140	protein_coding_gene	"R1AL, R1AR, R1BL, R1BR, R1stL, R1stR, R2AL, R2AR, R2BL, R2BR, R2stL, R2stR, R3AL, R3AR, R3BL, R3BR, R3stL, R3stR, R4AL, R4AR, R4BL, R4BR, R4stL, R4stR, R5AL, R5AR, R5BL, R5BR, R5stL, R5stR, R6AL, R6AR, R6BL, R6BR, R6stL, R6stR, R7AL, R7AR, R7BL, R7BR, R7stL, R7stR, R8AL, R8AR, R8BL, R8BR, R8stL, R8stR, R9AL, R9AR, R9BL, R9BR, R9stL, R9stR"	ray	No
WBGene00006349	sur-2	protein_coding_gene	"P1.p, P10.p, P11.p, P12.p, P2.p, P3.p hermaphrodite, P3.pa, P3.pp, P4.p hermaphrodite, P4.pa, P4.pp, P5.p hermaphrodite, P5.pa, P5.paa, P5.pap, P5.pp, P5.ppa, P5.ppp, P6.p hermaphrodite, P6.pa, P6.paa, P6.pap, P6.pp, P6.ppa, P6.ppp, P7.p hermaphrodite, P7.pa, P7.paa, P7.pap, P7.pp, P7.ppa, P7.ppp, P8.p hermaphrodite, P8.pa, P8.pp, P9.p, vulA, vulB1, vulB2, vulC, vulD, vulE, vulF"	"germ line, somatic gonad precursor"	No
WBGene00006452	heh-1	protein_coding_gene	body wall musculature	"body wall musculature, cephalic sheath cell, head mesodermal cell, intestine, muscle cell"	No
WBGene00006494	zipt-7.2	protein_coding_gene	somatic cell	intestine	No
WBGene00006546	tbx-9	protein_coding_gene	"ABarpa, ABarpp, ABplaa, body wall musculature, Ca, Cp, E, Ea, Eal, Ear, Ep, Epl, Epr, hypodermis, intestinal cell, MSaappa, MSaappp, MSpapaa, MSpapap, muscle cell"	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, Z1, Z1.p, Z4, Z4.a"	No
WBGene00006603	tps-2	protein_coding_gene	"body wall musculature, muscle cell, reproductive system, vulval muscle"	"intestine, muscle cell, somatic gonad precursor"	No
WBGene00006611	tre-5	protein_coding_gene	"head, hypodermis"	"amphid sheath cell, seam cell, somatic gonad precursor"	No
WBGene00006641	tsp-15	protein_coding_gene	"body wall musculature, hyp7 syncytium, pharynx, seam cell, vulva"	"germline precursor cell, muscle cell, somatic gonad precursor"	No
WBGene00006675	twk-22	protein_coding_gene	pharynx	"gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00006816	unc-84	protein_coding_gene	"Cell, oocyte"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, germ line, gon_male_dtc anterior, gon_male_dtc posterior, intestine, Z1.p, Z4.a"	No
WBGene00006817	unc-85	protein_coding_gene	"Cell, germ line"	"germ line, intestine, somatic gonad precursor"	No
WBGene00007060	wht-6	protein_coding_gene	intestine	"gon_male_dtc anterior, gon_male_dtc posterior, hermaphrodite-specific anatomical entity, male, Z1.p, Z4.a"	No
WBGene00007081	AH6.3	protein_coding_gene	"R1AL, R1AR, R1BL, R1BR, R1stL, R1stR, R2AL, R2AR, R2BL, R2BR, R2stL, R2stR, R3AL, R3AR, R3BL, R3BR, R3stL, R3stR, R4AL, R4AR, R4BL, R4BR, R4stL, R4stR, R5AL, R5AR, R5BL, R5BR, R5stL, R5stR, R6AL, R6AR, R6BL, R6BR, R6stL, R6stR, R7AL, R7AR, R7BL, R7BR, R7stL, R7stR, R8AL, R8AR, R8BL, R8BR, R8stL, R8stR, R9AL, R9AR, R9BL, R9BR, R9stL, R9stR"	"germ line, male, ray"	No
WBGene00007120	B0250.3	pseudogene	intestine	"germ line, somatic gonad precursor"	No
WBGene00007171	B0393.6	protein_coding_gene	"intestine, rectal gland cell, reproductive system, vulva"	"germ line, germline precursor cell, head mesodermal cell, pharyngeal muscle cell"	No
WBGene00007215	oxa-1	protein_coding_gene	"body wall musculature, pharyngeal muscle cell"	"germ line, intestine"	No
WBGene00007330	C05C10.3	protein_coding_gene	"anal depressor muscle, body wall musculature, pharynx, reproductive system, vulval muscle"	"coelomocyte, germline precursor cell"	No
WBGene00007500	nasp-1	protein_coding_gene	"metacorpus, pharynx, terminal bulb"	germ line	No
WBGene00007505	pezo-1	protein_coding_gene	"germ line, gonadal sheath cell, pharyngeal-intestinal valve, somatic gonad, sperm, spermatheca, spermathecal-uterine valve cell"	somatic gonad precursor	No
WBGene00007642	C17E4.2	protein_coding_gene	"head, intestine, vulval muscle"	"germ line, hypodermis, pharynx, somatic gonad precursor"	No
WBGene00007711	lid-1	protein_coding_gene	intestinal cell	"germ line, muscle cell, somatic gonad precursor"	No
WBGene00007952	C35A5.8	protein_coding_gene	Cell	"body wall muscle cell, germ line"	No
WBGene00007985	swah-1	protein_coding_gene	intestine	"germ line, germline precursor cell, head mesodermal cell, pharyngeal muscle cell"	No
WBGene00008153	C47E12.10	protein_coding_gene	intestine	"germ line, male"	No
WBGene00008514	mrpl-44	protein_coding_gene	"metacorpus, pm4, pm7, terminal bulb"	germ line	No
WBGene00008647	F10C2.7	protein_coding_gene	intestine	amphid sheath cell	No
WBGene00008848	inft-2	protein_coding_gene	excretory cell	"germ line, germline precursor cell, somatic gonad precursor"	No
WBGene00008857	timm-23	protein_coding_gene	pharynx	"germ line, muscle cell"	No
WBGene00009029	F21H7.3	protein_coding_gene	body wall musculature	"excretory cell, muscle cell"	No
WBGene00009115	F25F2.1	protein_coding_gene	intestine	"germ line, male, somatic gonad precursor"	No
WBGene00009145	F26A3.7	protein_coding_gene	spermatheca	"germ line, intestine"	No
WBGene00009368	pole-1	protein_coding_gene	"intestine, seam cell"	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, head mesodermal cell, Z1.p, Z4.a"	No
WBGene00009386	tag-290	protein_coding_gene	"arcade cell, pharynx"	hermaphrodite-specific anatomical entity	No
WBGene00009475	F36F2.1	protein_coding_gene	pharynx	"body wall muscle cell, intestine, muscle cell"	No
WBGene00009518	clec-166	protein_coding_gene	rectum	intestine	No
WBGene00009565	F39H11.1	protein_coding_gene	"body wall musculature, intestine, pharynx, reproductive system, spermatheca, vulva, vulval muscle"	germ line	No
WBGene00009626	F42A8.1	protein_coding_gene	"head, intestine, vulva"	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, hypodermis, Z1, Z1.p, Z4, Z4.a"	No
WBGene00009807	pepm-1	protein_coding_gene	"P5.ppal, P5.ppar, P7.papl, P7.papr, vulC, vulD, vulE, vulF"	"germ line, hypodermis"	No
WBGene00009896	scl-3	protein_coding_gene	"g1AL, g1AR, g1P, g2L, g2R"	amphid sheath cell	No
WBGene00010258	F58E6.11	protein_coding_gene	pharynx	"intestine, male-specific anatomical entity"	No
WBGene00010314	F59B2.12	protein_coding_gene	"body wall musculature, coelomocyte, G1, head, vas deferens"	"germ line, male, male-specific anatomical entity"	No
WBGene00010336	acox-1.6	protein_coding_gene	"intestine, pharynx"	"germline precursor cell, head mesodermal cell, intestine"	No
WBGene00010406	math-33	protein_coding_gene	"Cell, germ cell, germ line"	germ line	No
WBGene00010440	ttr-51	protein_coding_gene	spermatheca	"head mesodermal cell, muscle cell"	No
WBGene00010442	bus-12	protein_coding_gene	"head, intestine, seam cell"	hypodermis	No
WBGene00010661	tyr-2	protein_coding_gene	"hypodermis, uterine muscle"	"germline precursor cell, intestine"	No
WBGene00010759	cysl-2	protein_coding_gene	"hypodermis, pharynx"	"germ line, germline precursor cell, intestine"	No
WBGene00010834	mct-3	protein_coding_gene	"hypodermis, pharynx, vulva"	"germline precursor cell, muscle cell, somatic gonad precursor"	No
WBGene00010983	mocs-1	protein_coding_gene	"amphid sheath cell, head, intestine, socket cell"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, intestine"	No
WBGene00011106	acl-5	protein_coding_gene	"body wall musculature, head"	intestine	No
WBGene00011281	R74.7	protein_coding_gene	"body wall musculature, intestine, tail"	"germ line, germline precursor cell, intestine"	No
WBGene00011329	zipt-9	protein_coding_gene	seam cell	germ line	No
WBGene00011469					No
WBGene00011580	ddx-19	protein_coding_gene	"excretory cell, hypodermis, rectal epithelium, tail"	"germ line, head mesodermal cell, hermaphrodite-specific anatomical entity"	No
WBGene00011647	noca-1	protein_coding_gene	"hyp7 syncytium, intestinal cell"	"excretory cell, germ line, head mesodermal cell, hypodermis, muscle cell, pharyngeal muscle cell, somatic gonad precursor"	No
WBGene00011731	acbp-5	protein_coding_gene	"intestine, pharynx"	"germ line, germline precursor cell"	No
WBGene00011908	pash-1	protein_coding_gene	"head, hypodermis, intestine, marginal cell, pharyngeal muscle cell"	"germ line, germline precursor cell, intestine"	No
WBGene00011910	alg-3	protein_coding_gene	germ line	"amphid sheath cell, body wall musculature, intestine, male, somatic gonad precursor"	No
WBGene00012173	W01B6.6	protein_coding_gene	gonad	male	No
WBGene00012608	hphd-1	protein_coding_gene	"anal depressor muscle, body wall musculature, hypodermis, intestine, pharynx, reproductive system, vulva"	"anal depressor muscle, body wall musculature, cephalic sheath cell, coelomocyte, intestine, pharynx, somatic gonad precursor, vulval muscle"	No
WBGene00012804	slc-36.1	protein_coding_gene	"anal depressor muscle, body wall musculature, germ line, head, hypodermis, intestine, pharynx"	"coelomocyte, germ line, head mesodermal cell"	No
WBGene00012868	tbc-9	protein_coding_gene	"intestine, pharynx"	germ line	No
WBGene00012923	fbxa-128	protein_coding_gene	pharyngeal-intestinal valve	"coelomocyte, intestine, Z1, Z4"	No
WBGene00012927	Y47D3A.14	protein_coding_gene	"Pharyngeal gland cell, pm7"	germ line	No
WBGene00012929	rsks-1	protein_coding_gene	"Eal, Eala, Ealaa, Ealp, Ear, Eara, Earaa, Earp, Epl, Epla, Eplp, Eplpp, Epr, Epra, Eprp, Eprpp, hypodermis, intestine, pharynx"	"body wall muscle cell, germ line"	No
WBGene00012933	mib-1	protein_coding_gene	vulva	"germ line, intestine"	No
WBGene00012995	Y48C3A.14	protein_coding_gene	"head, intestine"	germ line	No
WBGene00013034	tat-1	protein_coding_gene	"Cell, intestine"	germ line	No
WBGene00013122	impt-1	protein_coding_gene	intestine	germ line	No
WBGene00013128	dxbp-1	protein_coding_gene	"Cell, somatic cell"	"coelomocyte, germ line"	No
WBGene00013135	rga-2	protein_coding_gene	"rectum, socket cell, uterus, vulva"	"coelomocyte, head mesodermal cell, hypodermis"	No
WBGene00013147	eyg-1	protein_coding_gene	"head, pharynx"	ray	No
WBGene00013223	efa-6	protein_coding_gene	"linker cell, U.la, U.lp"	"coelomocyte, germ line, head mesodermal cell, muscle cell"	No
WBGene00013227	Y56A3A.6	protein_coding_gene	germ line	"head mesodermal cell, intestine, pharyngeal muscle cell"	No
WBGene00013228	Y56A3A.7	protein_coding_gene	"excretory system, hypodermis, intestine, pharynx, somatic gonad, spermatheca"	head mesodermal cell	No
WBGene00013433	Y66D12A.7	protein_coding_gene	"hypodermis, tail"	germ line	No
WBGene00013460	cpsf-3	protein_coding_gene	"excretory cell, intestine, spermathecal-uterine junction, tail"	"body wall muscle cell, germ line, somatic gonad precursor"	No
WBGene00013497	hex-5	protein_coding_gene	"head muscle, tail, vulva"	"hermaphrodite-specific anatomical entity, hypodermis, intestine, pharyngeal muscle cell"	No
WBGene00013674	Y105E8A.14	protein_coding_gene	"intestine, marginal cell, pharyngeal muscle cell, rectal gland cell"	"germ line, germline precursor cell, somatic gonad precursor"	No
WBGene00013809	Y116A8C.33	protein_coding_gene	intestine	male	No
WBGene00013835	mlt-4	protein_coding_gene	"hyp7 syncytium, hypodermis"	"germline precursor cell, muscle cell"	No
WBGene00013870	ZC373.5	protein_coding_gene	"body wall musculature, head mesodermal cell, hypodermis, intestine, pharynx, rectal gland cell, reproductive system, seam cell, tail, vulva"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, intestine, pharyngeal muscle cell, somatic gonad precursor"	No
WBGene00013983	ZK512.2	protein_coding_gene	"anal depressor muscle, body wall musculature, head, hypodermis, intestine, pharynx, reproductive system, tail, vulval muscle"	"body wall muscle cell, body wall musculature, germ line, intestine, pharynx, somatic gonad precursor"	No
WBGene00014004	fic-1	protein_coding_gene	Cell	"germ line, germline precursor cell, head mesodermal cell, intestine"	No
WBGene00014009	lips-6	protein_coding_gene	intestine	hypodermis	No
WBGene00014012	riok-3	protein_coding_gene	intestine	"germ line, somatic gonad precursor"	No
WBGene00014034	ZK643.2	protein_coding_gene	hypodermis	"germ line, somatic gonad precursor"	No
WBGene00014082	ZK795.2	protein_coding_gene	germ line	"gon_male_dtc anterior, gon_male_dtc posterior, male, Z1.p, Z4.a"	No
WBGene00014098	ogdh-2	protein_coding_gene	body wall musculature	"germ line, somatic gonad precursor"	No
WBGene00014131	sdz-38	protein_coding_gene	"Ea, Ep, MSa, MSaa, MSap, MSp, MSpa, MSpp"	"muscle cell, pharynx"	No
WBGene00014141	ZK899.2	protein_coding_gene	"buccal cavity, rectum, vulva"	"gon_male_dtc anterior, gon_male_dtc posterior, intestine, Z1, Z1.p, Z4, Z4.a"	No
WBGene00014206	nit-1	protein_coding_gene	"E, Ea, Ep, MS, MSa, MSaa, MSap, MSp, MSpa, MSpp"	"germline precursor cell, hypodermis, intestine, muscle cell"	No
WBGene00014228	mett-10	protein_coding_gene	"anterior distal tip cell, germ line, gonadal sheath cell, intestine, posterior distal tip cell, somatic gonad, spermatheca, vulva"	germ line	No
WBGene00014987	ZK637.6	pseudogene	"hypodermis, pharynx"	"germ line, somatic gonad precursor"	No
WBGene00015002	B0034.1	protein_coding_gene	"hypodermis, P5.ppal, P5.ppar, rectal gland cell, tail, vulC, vulE, vulF"	"Z1, Z4"	No
WBGene00015129	sdz-1	protein_coding_gene	"E, Ea, Ep, MS, MSa, MSaa, MSap, MSp, MSpa, MSpp, Z1, Z4"	"gon_male_dtc anterior, gon_male_dtc posterior, Z1.p, Z4.a"	No
WBGene00015184	djr-1.1	protein_coding_gene	intestine	"germ line, germline precursor cell, somatic gonad precursor"	No
WBGene00015282	C01B10.8	protein_coding_gene	intestine	germ line	No
WBGene00015308	ddi-1	protein_coding_gene	Cell	"germ line, somatic gonad precursor"	No
WBGene00015337	gsto-2	protein_coding_gene	"head, intestine, tail"	"muscle cell, pharynx"	No
WBGene00015396	nhr-148	protein_coding_gene	"head, intestine, rectal epithelium, reproductive system, seam cell, vulva"	"gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00015429	sor-3	protein_coding_gene	Cell	"hypodermis, intestine"	No
WBGene00015497	nhr-76	protein_coding_gene	"body wall musculature, excretory gland cell, head, intestine, pharynx, seam cell, vulval muscle"	"gon_male_dtc anterior, gon_male_dtc posterior, intestine, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00015505	C06A5.8	protein_coding_gene	"germ line, oocyte"	"germ line, germline precursor cell, head mesodermal cell"	No
WBGene00015519	doxa-1	protein_coding_gene	"gonad, hypodermis, seam cell, spermatheca, terminal bulb, uterus, vulva"	"body wall musculature, intestine, somatic gonad precursor"	No
WBGene00016053	ptp-5.1	protein_coding_gene	head	"germ line, male"	No
WBGene00016088	clec-266	protein_coding_gene	intestinal cell	"germ line, head mesodermal cell, intestine, pharyngeal muscle cell, pharynx"	No
WBGene00016171	C27F2.10	protein_coding_gene	pharynx	"germ line, germline precursor cell"	No
WBGene00016344	rsef-1	protein_coding_gene	"G1, spermathecal-uterine junction, uterus"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, male"	No
WBGene00016534	C39D10.7	protein_coding_gene	germ line	"cephalic sheath cell, germ line"	No
WBGene00016622	mafr-1	protein_coding_gene	"hypodermis, intestine"	germ line	No
WBGene00016681	C45G9.10	protein_coding_gene	intestine	"germ line, male, male-specific anatomical entity"	No
WBGene00016697	cyp-33C2	protein_coding_gene	intestine	amphid sheath cell	No
WBGene00017244	apy-1	protein_coding_gene	"hypodermis, pharynx"	"germ line, head mesodermal cell, intestine, pharyngeal muscle cell"	No
WBGene00017261	acl-6	protein_coding_gene	muscle cell	"germline precursor cell, intestine"	No
WBGene00017274	F08F8.9	protein_coding_gene	intestine	"body wall muscle cell, germ line"	No
WBGene00017435	F13H8.2	protein_coding_gene	Cell	germ line	No
WBGene00017916	F29A7.6	protein_coding_gene	Cell	"germ line, intestine, somatic gonad precursor"	No
WBGene00017923	F29B9.8	protein_coding_gene	"Cell, hypodermis, rectal epithelial cell"	"coelomocyte, germ line, muscle cell"	No
WBGene00018099	ztf-28	protein_coding_gene	intestine	"germ line, germline precursor cell"	No
WBGene00018137	bath-41	protein_coding_gene	intestine	germ line	No
WBGene00018283	sulp-3	protein_coding_gene	"pm3, pm4, pm5, pm6, pm7"	somatic gonad precursor	No
WBGene00018340	anmt-2	protein_coding_gene	"ABalpaaapa, ABalpaapap, ABaraapapa, MSaaaapp, MSaaapaa, MSpaaapp, pharynx, pm2, pm3, pm4, pm5, pm6, pm7"	"body wall musculature, head mesodermal cell, muscle cell, pharyngeal muscle cell"	No
WBGene00018405	F44A2.5	protein_coding_gene	"metacorpus, pharynx, procorpus"	"excretory cell, head mesodermal cell, muscle cell, pharyngeal muscle cell, pharynx"	No
WBGene00018408	F44B9.5	protein_coding_gene	"intestine, vulA, vulB1, vulB2"	germ line	No
WBGene00018446	ceh-83	protein_coding_gene	"hypodermis, intestine, vulva"	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00018459	F45D11.14	protein_coding_gene	"hypodermis, intestine"	"hermaphrodite-specific anatomical entity, muscle cell"	No
WBGene00018474	cnep-1	protein_coding_gene	"intestine, pharynx"	"cephalic sheath cell, germ line"	No
WBGene00018538	marg-1	protein_coding_gene	"arcade cell, excretory cell, marginal cell, pharyngeal epithelial cell"	germ line	No
WBGene00018547	clec-78	protein_coding_gene	pharyngeal muscle cell	"hypodermis, somatic gonad precursor"	No
WBGene00018621	F48G7.10	protein_coding_gene	tail	"gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00018779	F53H8.3	protein_coding_gene	"E, Ea, Eal, Eala, Ealaa, Ealp, Ear, Eara, Earaa, Earp, Ep, Epl, Epla, Eplp, Eplpp, Epr, Epra, Eprp, Eprpp, int1DL, int1DR, int1VL, int1VR, int2D, int2V, int3D embryonic, int3V embryonic, int4D embryonic, int4V embryonic, int5L embryonic, int5R embryonic, int6L embryonic, int6R embryonic, int7L embryonic, int7R embryonic, int8L embryonic, int8R embryonic, int9L embryonic, int9R embryonic"	intestine	No
WBGene00018961	mrps-16	protein_coding_gene	pharynx	"germ line, muscle cell"	No
WBGene00019002	syp-6	protein_coding_gene	germ line	"germ line, germline precursor cell, head mesodermal cell"	No
WBGene00019151	pck-3	protein_coding_gene	excretory cell	"germ line, male"	No
WBGene00019182	H10E21.1	protein_coding_gene	"hyp10, hyp11, hyp8, hyp9, intestine, spike precursor left, spike precursor right, virL, virR"	"germline precursor cell, intestine, pharyngeal muscle cell, somatic gonad precursor"	No
WBGene00019455	K06H7.1	protein_coding_gene	intestine	somatic gonad precursor	No
WBGene00019624	rnst-2	protein_coding_gene	"body wall musculature, hypodermis, intestine, neuronal sheath cell, pharynx, tail, vulva"	"body wall muscle cell, muscle cell, pharyngeal muscle cell, somatic gonad precursor"	No
WBGene00019627	hira-1	protein_coding_gene	Cell	germ line	No
WBGene00019787	M70.5	protein_coding_gene	pharynx	germ line	No
WBGene00019813	ger-1	protein_coding_gene	"pharynx, seam cell, spermatheca"	intestine	No
WBGene00019826	R02E4.1	protein_coding_gene	"anal depressor muscle, anal sphincter muscle, anterior distal tip cell, head mesodermal cell, posterior distal tip cell, rectal epithelium, vulval muscle"	"head mesodermal cell, Z1, Z4"	No
WBGene00019947	htz-1	protein_coding_gene	"Cell, distal tip cell, somatic gonad"	"germ line, somatic gonad precursor"	No
WBGene00019977	fpn-1.2	protein_coding_gene	pharynx	"intestine, somatic gonad precursor"	No
WBGene00020065	clec-159	pseudogene	"body wall musculature, head, pharyngeal-intestinal valve, pharynx, tail"	"intestine, male-specific anatomical entity"	No
WBGene00020066	dhhc-5	protein_coding_gene	"excretory cell, intestine"	"gon_male_dtc anterior, gon_male_dtc posterior, male, Z1.p, Z4.a"	No
WBGene00020216	trap-2	protein_coding_gene	"Cell, pharynx"	"head mesodermal cell, intestine"	No
WBGene00020296	rrp-8	protein_coding_gene	Cell	"germ line, somatic gonad precursor"	No
WBGene00020375	pigv-1	protein_coding_gene	"excretory cell, hypodermis, intestine, pharynx, rectal epithelium"	"AB, germ line, germline precursor cell, head mesodermal cell, hypodermis"	No
WBGene00020423	prp-19	protein_coding_gene	intestine	germ line	No
WBGene00020587	ugt-9	protein_coding_gene	pharyngeal cell	intestine	No
WBGene00020705	T22H9.1	protein_coding_gene	intestine	"body wall muscle cell, germ line, somatic gonad precursor"	No
WBGene00020725	cnp-3	protein_coding_gene	"hypodermis, intestine, spermatheca, uterus"	germline precursor cell	No
WBGene00020796	mrpl-28	protein_coding_gene	"coelomocyte, hypodermis, intestine, pharynx, spermatheca"	"body wall muscle cell, germ line, intestine"	No
WBGene00020812	acdh-7	protein_coding_gene	"anterior gonad arm, intestine, pharynx"	"intestine, muscle cell, somatic gonad precursor"	No
WBGene00020962	W02H5.8	protein_coding_gene	intestine	hypodermis	No
WBGene00021000	W03F9.2	protein_coding_gene	"anal region, body wall, digestive tract, germ line, head, midbody, tail"	"germ line, head mesodermal cell, intestine"	No
WBGene00021055	W06A11.4	pseudogene	intestinal cell	"body wall muscle cell, germ line, germline precursor cell"	No
WBGene00021073	nsun-1	protein_coding_gene	Cell	"germ line, seam cell"	No
WBGene00021107	W09B7.2	protein_coding_gene	intestinal cell	germline precursor cell	No
WBGene00021163	nhr-275	protein_coding_gene	"anal region, head"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR"	No
WBGene00021170	arx-4	protein_coding_gene	"head, intestine, pharynx, tail"	germ line	No
WBGene00021227	mct-1	protein_coding_gene	pharynx	"germline precursor cell, head mesodermal cell, hermaphrodite-specific anatomical entity"	No
WBGene00021533	Y42G9A.3	protein_coding_gene	"hypodermis, intestine, seam cell"	"body wall musculature, intestine, muscle cell, pharynx"	No
WBGene00021579	clec-73	protein_coding_gene	intestine	"germ line, male, male-specific anatomical entity"	No
WBGene00021613	ttc-37	protein_coding_gene	"body wall musculature, pharynx"	"germ line, germline precursor cell"	No
WBGene00021626	rft-2	protein_coding_gene	intestine	germ line	No
WBGene00021840	pign-1	protein_coding_gene	"body wall musculature, hypodermis, intestine, pharynx"	"coelomocyte, germ line, head mesodermal cell, intestine, muscle cell"	No
WBGene00021869	vrp-1	protein_coding_gene	intestinal cell	"body wall muscle cell, intestine, somatic gonad precursor"	No
WBGene00021870	samt-1	protein_coding_gene	"intestine, Pharyngeal gland cell, seam cell"	"head mesodermal cell, hypodermis, intestine"	No
WBGene00021969	Y57G7A.6	protein_coding_gene	hypodermis	"germ line, male"	No
WBGene00022348	Y82E9BR.16	protein_coding_gene	germ line	intestine	No
WBGene00022459	Y110A7A.9	protein_coding_gene	"head, intestine, pharynx, rectal gland cell"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, germ line, intestine"	No
WBGene00022491	Y119D3B.14	protein_coding_gene	intestine	germ line	No
WBGene00022498	hsd-2	protein_coding_gene	intestine	male	No
WBGene00022762	ZK546.5	protein_coding_gene	head	germ line	No
WBGene00022789	lron-2	protein_coding_gene	"pharynx, tail"	"intestine, pharynx"	No
WBGene00022852	ZK1127.5	protein_coding_gene	"intestine, rectal gland cell"	"body wall muscle cell, germ line, somatic gonad precursor"	No
WBGene00077563	peel-1	protein_coding_gene	spermatocyte	"amphid sheath cell, male"	No
WBGene00077712	nipi-4	protein_coding_gene	hypodermis	somatic gonad precursor	No
WBGene00004795	sid-1	protein_coding_gene	"Cell, germ line, pharynx"	"germ line, germline precursor cell, gon_male_dtc anterior, gon_male_dtc posterior, Z1.p, Z4.a"	Fluorescence poorly described
WBGene00003517	nac-1	protein_coding_gene	alimentary system	hypodermis	?
WBGene00003573	ncx-8	protein_coding_gene	"intestine, isthmus, metacorpus, pharyngeal muscle cell, procorpus, terminal bulb"	muscle cell	?
